"ID","CHR","MAPINFO","custom_Name","custom_Group","methylated_allele","tissue_specificity","associated_gene","court","hanna","sanchez_delgado","zink","hamada","note"
"cg03682823","7",94286953,"SGCE","TSS1500","M","other","PEG10/SGCE",TRUE,TRUE,NA,NA,NA,""
"cg18898992","7",94286484,"SGCE","TSS1500","M","other","PEG10/SGCE",TRUE,TRUE,NA,NA,NA,""
"cg19663555","7",94286521,"SGCE","TSS1500","M","other","PEG10/SGCE",TRUE,TRUE,NA,NA,NA,""
"cg27393730","7",94285951,"SGCE","TSS1500","M","other","PEG10/SGCE",TRUE,TRUE,NA,NA,NA,""
"cg04521244","7",94286431,"SGCE","TSS1500","M","other","PEG10/SGCE",TRUE,TRUE,NA,NA,NA,""
"cg27230044","7",94285993,"SGCE","TSS1500","M","other","PEG10/SGCE",TRUE,TRUE,NA,NA,NA,""
"cg06674062","7",94285887,"SGCE","TSS1500","M","other","PEG10/SGCE",TRUE,TRUE,NA,NA,NA,""
"cg24885794","7",94286086,"SGCE","TSS1500","M","other","PEG10/SGCE",TRUE,TRUE,NA,NA,NA,""
"cg11562309","7",94286473,"SGCE","TSS1500","M","other","PEG10/SGCE",TRUE,TRUE,NA,NA,NA,""
"cg27001184","7",94286267,"SGCE","TSS1500","M","other","PEG10/SGCE",TRUE,TRUE,NA,NA,NA,""
"cg23342787","7",94286294,"SGCE","TSS1500","M","other","PEG10/SGCE",TRUE,TRUE,NA,NA,NA,""
"cg13797824","7",94286362,"SGCE","TSS1500","M","other","PEG10/SGCE",TRUE,TRUE,NA,NA,NA,""
"cg06695761","7",94286526,"SGCE","TSS1500","M","other","PEG10/SGCE",TRUE,TRUE,NA,NA,NA,""
"cg03113878","7",100091364,"C7orf51","Body","M","placental-specific","NYAP1",NA,TRUE,NA,NA,NA,""
"cg24525457","7",100091255,"C7orf51","Body","M","placental-specific","NYAP1",NA,TRUE,NA,NA,NA,""
"cg02327530","7",100091786,"C7orf51","3'UTR","M","placental-specific","NYAP1",NA,TRUE,NA,NA,NA,""
"cg06962782","7",100091575,"C7orf51","3'UTR","M","placental-specific","NYAP1",NA,TRUE,NA,NA,NA,""
"cg20180843","7",100091181,"C7orf51","Body","M","placental-specific","NYAP1",NA,TRUE,NA,NA,NA,""
"cg27179533","7",101006052,"EMID2","TSS200","M","placental-specific","EMID2",NA,TRUE,NA,NA,TRUE,""
"cg13267931","7",101006308,"EMID2","1stExon","M","placental-specific","EMID2",NA,TRUE,NA,NA,TRUE,""
"cg18762727","7",101006089,"EMID2","TSS200","M","placental-specific","EMID2",NA,TRUE,NA,NA,TRUE,""
"cg14874750","7",101006063,"EMID2","TSS200","M","placental-specific","EMID2",NA,TRUE,NA,NA,TRUE,""
"cg14048874","7",101006573,"EMID2","Body","M","placental-specific","EMID2",NA,TRUE,NA,NA,TRUE,""
"cg27528510","7",101006058,"EMID2","TSS200","M","placental-specific","EMID2",NA,TRUE,NA,NA,TRUE,""
"cg14767790","7",101006963,"EMID2","Body","M","placental-specific","EMID2",NA,TRUE,NA,NA,TRUE,""
"cg02327123","7",101006363,"EMID2","1stExon","M","placental-specific","EMID2",NA,TRUE,NA,NA,TRUE,""
"cg05364750","7",106301660,"FLJ36031","TSS200","M","placental-specific","CCDC71L",NA,TRUE,NA,NA,TRUE,""
"cg07428697","7",106301118,"FLJ36031","1stExon","M","placental-specific","CCDC71L",NA,TRUE,NA,NA,TRUE,""
"cg21496408","7",106301534,"FLJ36031","1stExon","M","placental-specific","CCDC71L",NA,TRUE,NA,NA,TRUE,""
"cg16586152","7",106301062,"FLJ36031","1stExon","M","placental-specific","CCDC71L",NA,TRUE,NA,NA,TRUE,""
"cg17493460","7",106302412,"CCDC71L","TSS1500","M","placental-specific","CCDC71L",NA,TRUE,NA,NA,TRUE,""
"cg03150857","7",106300577,"FLJ36031","3'UTR","M","placental-specific","CCDC71L",NA,TRUE,NA,NA,TRUE,""
"cg24413054","7",106302117,"FLJ36031","TSS1500","M","placental-specific","CCDC71L",NA,TRUE,NA,NA,TRUE,""
"cg03593280","7",106300098,"FLJ36031","3'UTR","M","placental-specific","CCDC71L",NA,TRUE,NA,NA,TRUE,""
"cg15017411","7",106301767,"FLJ36031","TSS200","M","placental-specific","CCDC71L",NA,TRUE,NA,NA,TRUE,""
"cg03931329","7",106301805,"CCDC71L","TSS200","M","placental-specific","CCDC71L",NA,TRUE,NA,NA,TRUE,""
"cg10511544","7",106302391,"CCDC71L","TSS1500","M","placental-specific","CCDC71L",NA,TRUE,NA,NA,TRUE,""
"cg13999514","7",106302548,"FLJ36031","TSS1500","M","placental-specific","CCDC71L",NA,TRUE,NA,NA,TRUE,""
"cg19910754","7",106301537,"FLJ36031","1stExon","M","placental-specific","CCDC71L",NA,TRUE,NA,NA,TRUE,""
"cg05364750","7",106301660,"FLJ36031","TSS200","M","placental-specific","CCDC71L",NA,TRUE,NA,NA,TRUE,""
"cg07428697","7",106301118,"FLJ36031","1stExon","M","placental-specific","CCDC71L",NA,TRUE,NA,NA,TRUE,""
"cg21496408","7",106301534,"FLJ36031","1stExon","M","placental-specific","CCDC71L",NA,TRUE,NA,NA,TRUE,""
"cg16586152","7",106301062,"FLJ36031","1stExon","M","placental-specific","CCDC71L",NA,TRUE,NA,NA,TRUE,""
"cg17493460","7",106302412,"CCDC71L","TSS1500","M","placental-specific","CCDC71L",NA,TRUE,NA,NA,TRUE,""
"cg03150857","7",106300577,"FLJ36031","3'UTR","M","placental-specific","CCDC71L",NA,TRUE,NA,NA,TRUE,""
"cg24413054","7",106302117,"FLJ36031","TSS1500","M","placental-specific","CCDC71L",NA,TRUE,NA,NA,TRUE,""
"cg03593280","7",106300098,"FLJ36031","3'UTR","M","placental-specific","CCDC71L",NA,TRUE,NA,NA,TRUE,""
"cg15017411","7",106301767,"FLJ36031","TSS200","M","placental-specific","CCDC71L",NA,TRUE,NA,NA,TRUE,""
"cg03931329","7",106301805,"CCDC71L","TSS200","M","placental-specific","CCDC71L",NA,TRUE,NA,NA,TRUE,""
"cg10511544","7",106302391,"CCDC71L","TSS1500","M","placental-specific","CCDC71L",NA,TRUE,NA,NA,TRUE,""
"cg13999514","7",106302548,"FLJ36031","TSS1500","M","placental-specific","CCDC71L",NA,TRUE,NA,NA,TRUE,""
"cg19910754","7",106301537,"FLJ36031","1stExon","M","placental-specific","CCDC71L",NA,TRUE,NA,NA,TRUE,""
"cg05862114","7",130132259,"MEST","5'UTR","M","other","MEST/MESTIT1",TRUE,TRUE,NA,NA,NA,""
"cg16823958","7",130131869,"MEST","5'UTR","M","other","MEST/MESTIT1",TRUE,TRUE,NA,NA,NA,""
"cg25407198","7",130131268,"MEST","TSS1500","M","other","MEST/MESTIT1",TRUE,TRUE,NA,NA,NA,""
"cg20050761","7",130131923,"MEST","5'UTR","M","other","MEST/MESTIT1",TRUE,TRUE,NA,NA,NA,""
"cg09080913","7",130131887,"MEST","5'UTR","M","other","MEST/MESTIT1",TRUE,TRUE,NA,NA,NA,""
"cg26275543","7",130130383,"MESTIT1","Body","M","other","MEST/MESTIT1",TRUE,TRUE,NA,NA,NA,""
"cg20826277","7",130130478,"MESTIT1","Body","M","other","MEST/MESTIT1",TRUE,TRUE,NA,NA,NA,""
"cg25519926","7",130132360,"MEST","5'UTR","M","other","MEST/MESTIT1",TRUE,TRUE,NA,NA,NA,""
"cg06212135","7",130131826,"MEST","5'UTR","M","other","MEST/MESTIT1",TRUE,TRUE,NA,NA,NA,""
"cg13986840","7",130132453,"MEST","5'UTR","M","other","MEST/MESTIT1",TRUE,TRUE,NA,NA,NA,""
"cg27338480","7",130131885,"MEST","5'UTR","M","other","MEST/MESTIT1",TRUE,TRUE,NA,NA,NA,""
"cg04786207","7",130131691,"MEST","TSS1500","M","other","MEST/MESTIT1",TRUE,TRUE,NA,NA,NA,""
"cg10473158","7",130130122,"MESTIT1","Body","M","other","MEST/MESTIT1",TRUE,TRUE,NA,NA,NA,""
"cg15068552","7",130130203,"MESTIT1","Body","M","other","MEST/MESTIT1",TRUE,TRUE,NA,NA,NA,""
"cg23714917","7",130132305,"MEST","5'UTR","M","other","MEST/MESTIT1",TRUE,TRUE,NA,NA,NA,""
"cg13104298","7",130131905,"MEST","5'UTR","M","other","MEST/MESTIT1",TRUE,TRUE,NA,NA,NA,""
"cg05369791","7",130131146,"MESTIT1","TSS200","M","other","MEST/MESTIT1",TRUE,TRUE,NA,NA,NA,""
"cg07315018","7",130131916,"MEST","5'UTR","M","other","MEST/MESTIT1",TRUE,TRUE,NA,NA,NA,""
"cg27589003","7",130132286,"MEST","5'UTR","M","other","MEST/MESTIT1",TRUE,TRUE,NA,NA,NA,""
"cg17079325","7",130131480,"MEST","TSS1500","M","other","MEST/MESTIT1",TRUE,TRUE,NA,NA,NA,""
"cg04678950","7",130131403,"MEST","TSS1500","M","other","MEST/MESTIT1",TRUE,TRUE,NA,NA,NA,""
"cg23156962","7",130131367,"MEST","TSS1500","M","other","MEST/MESTIT1",TRUE,TRUE,NA,NA,NA,""
"cg04344875","7",130131484,"MEST","TSS1500","M","other","MEST/MESTIT1",TRUE,TRUE,NA,NA,NA,""
"cg17580798","7",130132199,"MEST","5'UTR","M","other","MEST/MESTIT1",TRUE,TRUE,NA,NA,NA,""
"cg02501418","7",130130740,"MESTIT1","Body","M","other","MEST/MESTIT1",TRUE,TRUE,NA,NA,NA,""
"cg22705386","7",130131797,"MEST","5'UTR","M","other","MEST/MESTIT1",TRUE,TRUE,NA,NA,NA,""
"cg24941047","7",130130588,"MESTIT1","Body","M","other","MEST/MESTIT1",TRUE,TRUE,NA,NA,NA,""
"cg09003373","7",130130995,"MESTIT1","Body","M","other","MEST/MESTIT1",TRUE,TRUE,NA,NA,NA,""
"cg07870293","7",130131931,"MEST","5'UTR","M","other","MEST/MESTIT1",TRUE,TRUE,NA,NA,NA,""
"cg05260959","7",130133110,"MEST","5'UTR","M","other","MEST/MESTIT1",TRUE,TRUE,NA,NA,NA,""
"cg13917504","7",130131258,"MEST","TSS1500","M","other","MEST/MESTIT1",TRUE,TRUE,NA,NA,NA,""
"cg08229366","7",130130747,"MESTIT1","Body","M","other","MEST/MESTIT1",TRUE,TRUE,NA,NA,NA,""
"cg01784351","7",130132265,"MEST","5'UTR","M","other","MEST/MESTIT1",TRUE,TRUE,NA,NA,NA,""
"cg03588221","7",130132422,"MEST","5'UTR","M","other","MEST/MESTIT1",TRUE,TRUE,NA,NA,NA,""
"cg07224147","7",130130753,"MESTIT1","Body","M","other","MEST/MESTIT1",TRUE,TRUE,NA,NA,NA,""
"cg08734637","7",130131189,"MESTIT1","TSS200","M","other","MEST/MESTIT1",TRUE,TRUE,NA,NA,NA,""
"cg10767216","7",130130187,"MESTIT1","Body","M","other","MEST/MESTIT1",TRUE,TRUE,NA,NA,NA,""
"cg21667116","7",130131359,"MEST","TSS1500","M","other","MEST/MESTIT1",TRUE,TRUE,NA,NA,NA,""
"cg21629528","7",130131921,"MEST","5'UTR","M","other","MEST/MESTIT1",TRUE,TRUE,NA,NA,NA,""
"cg05556276","7",130132161,"MEST","5'UTR","M","other","MEST/MESTIT1",TRUE,TRUE,NA,NA,NA,""
"cg14584935","7",130130481,"MESTIT1","Body","M","other","MEST/MESTIT1",TRUE,TRUE,NA,NA,NA,""
"cg17347253","7",130130288,"MESTIT1","Body","M","other","MEST/MESTIT1",TRUE,TRUE,NA,NA,NA,""
"cg12347392","7",130131676,"MEST","TSS1500","M","other","MEST/MESTIT1",TRUE,TRUE,NA,NA,NA,""
"cg18622506","7",130134256,"MEST","5'UTR","M","other","MEST/MESTIT1",TRUE,TRUE,NA,NA,NA,""
"cg05222671","7",130130155,"MESTIT1","Body","M","other","MEST/MESTIT1",TRUE,TRUE,NA,NA,NA,""
"cg06100421","7",130131136,"MESTIT1","TSS200","M","other","MEST/MESTIT1",TRUE,TRUE,NA,NA,NA,""
"cg20297423","7",130131138,"MESTIT1","TSS200","M","other","MEST/MESTIT1",TRUE,TRUE,NA,NA,NA,""
"cg10249538","7",130131829,"MEST","5'UTR","M","other","MEST/MESTIT1",TRUE,TRUE,NA,NA,NA,""
"cg26708559","7",130131730,"MEST","TSS1500","M","other","MEST/MESTIT1",TRUE,TRUE,NA,NA,NA,""
"cg02756856","7",130130320,"MESTIT1","Body","M","other","MEST/MESTIT1",TRUE,TRUE,NA,NA,NA,""
"cg00286878","7",130131633,"MEST","TSS1500","M","other","MEST/MESTIT1",TRUE,TRUE,NA,NA,NA,""
"cg22592140","7",130132419,"MEST","5'UTR","M","other","MEST/MESTIT1",TRUE,TRUE,NA,NA,NA,""
"cg14088957","7",130131085,"MESTIT1","TSS200","M","other","MEST/MESTIT1",TRUE,TRUE,NA,NA,NA,""
"cg07427065","7",130130596,"MESTIT1","Body","M","other","MEST/MESTIT1",TRUE,TRUE,NA,NA,NA,""
"cg27417677","7",130130918,"MESTIT1","Body","M","other","MEST/MESTIT1",TRUE,TRUE,NA,NA,NA,""
"cg03385973","7",134671057,"AGBL3","TSS1500","M","placental-specific","AGBL3",TRUE,TRUE,NA,NA,NA,""
"cg10731606","7",134671120,"AGBL3","TSS200","M","placental-specific","AGBL3",TRUE,TRUE,NA,NA,NA,""
"cg03483426","7",134671876,"AGBL3","5'UTR","M","placental-specific","AGBL3",TRUE,TRUE,NA,NA,NA,""
"cg19461582","7",134671987,"AGBL3","5'UTR","M","placental-specific","AGBL3",TRUE,TRUE,NA,NA,NA,""
"cg22667436","7",134671749,"AGBL3","5'UTR","M","placental-specific","AGBL3",TRUE,TRUE,NA,NA,NA,""
"cg05813365","7",134671236,"AGBL3","TSS200","M","placental-specific","AGBL3",TRUE,TRUE,NA,NA,NA,""
"cg02015280","7",134671225,"AGBL3","TSS200","M","placental-specific","AGBL3",TRUE,TRUE,NA,NA,NA,""
"cg23733562","7",134671258,"AGBL3","1stExon","M","placental-specific","AGBL3",TRUE,TRUE,NA,NA,NA,""
"cg05351601","7",134671244,"AGBL3","TSS200","M","placental-specific","AGBL3",TRUE,TRUE,NA,NA,NA,""
"cg00588300","7",134671083,"AGBL3","TSS200","M","placental-specific","AGBL3",TRUE,TRUE,NA,NA,NA,""
"cg21033514","7",134671357,"AGBL3","1stExon","M","placental-specific","AGBL3",TRUE,TRUE,NA,NA,NA,""
"cg07277447","7",134671566,"AGBL3","5'UTR","M","placental-specific","AGBL3",TRUE,TRUE,NA,NA,NA,""
"cg24097460","7",134671024,"AGBL3","TSS1500","M","placental-specific","AGBL3",TRUE,TRUE,NA,NA,NA,""
"cg05034242","7",134832131,"TMEM140","TSS1500","M","other","",NA,NA,NA,TRUE,NA,""
"cg04487296","7",149389669,"","","M","other","KRBA1",NA,TRUE,NA,NA,TRUE,""
"cg21355828","7",149389814,"","","M","other","KRBA1",NA,TRUE,NA,NA,TRUE,""
"cg18177414","7",149389929,"","","M","other","KRBA1",NA,TRUE,NA,NA,TRUE,""
"cg26885268","7",149389941,"","","M","other","KRBA1",NA,TRUE,NA,NA,TRUE,""
"cg00304785","7",149389444,"","","M","other","KRBA1",NA,TRUE,NA,NA,TRUE,""
"cg17843376","7",154586335,"DPP6","Body","M","other","DPP6",NA,TRUE,NA,NA,NA,""
"cg15152912","7",154585539,"DPP6","Body","M","other","DPP6",NA,TRUE,NA,NA,NA,""
"cg09433162","7",154586375,"DPP6","Body","M","other","DPP6",NA,TRUE,NA,NA,NA,""
"cg01620739","7",154585834,"DPP6","Body","M","other","DPP6",NA,TRUE,NA,NA,NA,""
"cg20739526","7",154585989,"DPP6","Body","M","other","DPP6",NA,TRUE,NA,NA,NA,""
"cg25058023","7",154863176,"HTR5A","1stExon","M","other","HTR5A",TRUE,TRUE,NA,NA,NA,""
"cg00903099","7",154862441,"HTR5A","TSS200","M","other","HTR5A",TRUE,TRUE,NA,NA,NA,""
"cg11668314","7",154861728,"HTR5A-AS1","Body","M","other","HTR5A",TRUE,TRUE,NA,NA,NA,""
"cg15835825","7",154862030,"HTR5A","TSS1500","M","other","HTR5A",TRUE,TRUE,NA,NA,NA,""
"cg09125907","7",154863007,"HTR5A","1stExon","M","other","HTR5A",TRUE,TRUE,NA,NA,NA,""
"cg13450708","7",154862157,"HTR5A","TSS1500","M","other","HTR5A",TRUE,TRUE,NA,NA,NA,""
"cg09623773","7",154863381,"HTR5A","Body","M","other","HTR5A",TRUE,TRUE,NA,NA,NA,""
"cg11298960","7",154862548,"HTR5A","5'UTR","M","other","HTR5A",TRUE,TRUE,NA,NA,NA,""
"cg12580770","7",154861569,"HTR5A","TSS1500","M","other","HTR5A",TRUE,TRUE,NA,NA,NA,""
"cg25780543","7",154862770,"HTR5A","1stExon","M","other","HTR5A",TRUE,TRUE,NA,NA,NA,""
"cg10538202","7",154863338,"HTR5A","1stExon","M","other","HTR5A",TRUE,TRUE,NA,NA,NA,""
"cg08757963","7",154862028,"HTR5A","TSS200","M","other","HTR5A",TRUE,TRUE,NA,NA,NA,""
"cg21633143","7",154862021,"HTR5A","TSS1500","M","other","HTR5A",TRUE,TRUE,NA,NA,NA,""
"cg13852491","7",154861706,"HTR5A-AS1","Body","M","other","HTR5A",TRUE,TRUE,NA,NA,NA,""
"cg00852398","7",154862969,"HTR5A","1stExon","M","other","HTR5A",TRUE,TRUE,NA,NA,NA,""
"cg23757489","7",154862139,"HTR5A","TSS1500","M","other","HTR5A",TRUE,TRUE,NA,NA,NA,""
"cg13892088","7",154863323,"HTR5A","1stExon","M","other","HTR5A",TRUE,TRUE,NA,NA,NA,""
"cg03024742","7",154863244,"HTR5A","1stExon","M","other","HTR5A",TRUE,TRUE,NA,NA,NA,""
"cg02840367","8",11660030,"FDFT1","TSS200","M","other","FDFT1",NA,TRUE,NA,NA,NA,""
"cg22870256","8",11660209,"FDFT1","1stExon","M","other","FDFT1",NA,TRUE,NA,NA,NA,""
"cg15836394","8",11659832,"FDFT1","TSS1500","M","other","FDFT1",NA,TRUE,NA,NA,NA,""
"cg14784428","8",11660061,"FDFT1","TSS200","M","other","FDFT1",NA,TRUE,NA,NA,NA,""
"cg23908146","8",11659727,"FDFT1","5'UTR","M","other","FDFT1",NA,TRUE,NA,NA,NA,""
"cg24123057","8",11660089,"FDFT1","TSS200","M","other","FDFT1",NA,TRUE,NA,NA,NA,""
"cg09041527","8",11659497,"FDFT1","TSS1500","M","other","FDFT1",NA,TRUE,NA,NA,NA,""
"cg08874430","8",11659970,"FDFT1","TSS1500","M","other","FDFT1",NA,TRUE,NA,NA,NA,""
"cg02887248","8",11659961,"FDFT1","TSS1500","M","other","FDFT1",NA,TRUE,NA,NA,NA,""
"cg16736242","8",11660109,"FDFT1","TSS200","M","other","FDFT1",NA,TRUE,NA,NA,NA,""
"cg27317242","8",23145699,"R3HCC1","5'UTR","M","placental-specific","R3HCC1",NA,NA,TRUE,NA,NA,""
"cg04903451","8",23145704,"R3HCC1","5'UTR","M","placental-specific","R3HCC1",NA,NA,TRUE,NA,NA,""
"cg09687846","8",23145878,"R3HCC1","5'UTR","M","placental-specific","R3HCC1",NA,NA,TRUE,NA,NA,""
"cg15025403","8",27182906,"PTK2B","TSS200","M","other","PTK2B",NA,TRUE,NA,NA,NA,""
"cg07216194","8",27182965,"PTK2B","5'UTR","M","other","PTK2B",NA,TRUE,NA,NA,NA,""
"cg23736307","8",27182930,"PTK2B","5'UTR","M","other","PTK2B",NA,TRUE,NA,NA,NA,""
"cg21186296","8",27182909,"PTK2B","5'UTR","M","other","PTK2B",NA,TRUE,NA,NA,NA,""
"cg20135243","8",27183285,"PTK2B","5'UTR","M","other","PTK2B",NA,TRUE,NA,NA,NA,""
"cg14221460","8",27183342,"PTK2B","5'UTR","M","other","PTK2B",NA,TRUE,NA,NA,NA,""
"cg23693289","8",27183097,"PTK2B","5'UTR","M","other","PTK2B",NA,TRUE,NA,NA,NA,""
"cg18234130","8",27182889,"PTK2B","5'UTR","M","other","PTK2B",NA,TRUE,NA,NA,NA,""
"cg06815112","8",27182871,"PTK2B","TSS1500","M","other","PTK2B",NA,TRUE,NA,NA,NA,""
"cg11496432","8",37605359,"LOC728024","Body","M","other","ERLIN2",TRUE,TRUE,NA,NA,NA,""
"cg08247852","8",37605783,"LOC728024","TSS1500","M","other","ERLIN2",TRUE,TRUE,NA,NA,NA,""
"cg00450319","8",37605978,"LOC728024","TSS1500","M","other","ERLIN2",TRUE,TRUE,NA,NA,NA,""
"cg21505509","8",37605717,"LOC728024","TSS200","M","other","ERLIN2",TRUE,TRUE,NA,NA,NA,""
"cg05020125","8",37605552,"LOC728024","TSS200","M","other","ERLIN2",TRUE,TRUE,NA,NA,NA,""
"cg13346869","8",37605517,"LOC728024","Body","M","other","ERLIN2",TRUE,TRUE,NA,NA,NA,""
"cg09188212","8",37605936,"LOC728024","TSS1500","M","other","ERLIN2",TRUE,TRUE,NA,NA,NA,""
"cg12844324","8",61626646,"CHD7","5'UTR","M","other","CHD7",NA,TRUE,NA,NA,TRUE,""
"cg07228241","8",61627281,"CHD7","5'UTR","M","other","CHD7",NA,TRUE,NA,NA,TRUE,""
"cg20648501","8",61626832,"CHD7","5'UTR","M","other","CHD7",NA,TRUE,NA,NA,TRUE,""
"cg02796478","8",61626185,"CHD7","5'UTR","M","other","CHD7",NA,TRUE,NA,NA,TRUE,""
"cg09893100","8",61627068,"CHD7","5'UTR","M","other","CHD7",NA,TRUE,NA,NA,TRUE,""
"cg22356478","8",135708676,"ZFAT","1stExon","M","placental-specific","",TRUE,NA,NA,NA,NA,""
"cg20060928","8",135708851,"ZFAT","TSS200","M","placental-specific","",TRUE,NA,NA,NA,NA,""
"cg00267196","8",135710113,"ZFAT","TSS1500","M","placental-specific","",TRUE,NA,NA,NA,NA,""
"cg26635512","8",135709312,"ZFAT","TSS1500","M","placental-specific","",TRUE,NA,NA,NA,NA,""
"cg01198156","8",135709071,"ZFAT","TSS1500","M","placental-specific","",TRUE,NA,NA,NA,NA,""
"cg08879423","8",135709101,"ZFAT","TSS1500","M","placental-specific","",TRUE,NA,NA,NA,NA,""
"cg18174350","8",135708997,"ZFAT","TSS200","M","placental-specific","",TRUE,NA,NA,NA,NA,""
"cg26623759","8",135709064,"ZFAT","TSS1500","M","placental-specific","",TRUE,NA,NA,NA,NA,""
"cg19009685","8",135708849,"ZFAT","TSS200","M","placental-specific","",TRUE,NA,NA,NA,NA,""
"cg05838357","8",135708904,"ZFAT","TSS200","M","placental-specific","",TRUE,NA,NA,NA,NA,""
"cg14953610","8",135708969,"ZFAT","TSS200","M","placental-specific","",TRUE,NA,NA,NA,NA,""
"cg24539814","8",140035732,"","","P","other","",NA,NA,NA,TRUE,NA,""
"cg21926091","8",141108607,"TRAPPC9","Body","M","other","TRAPPC9",TRUE,TRUE,NA,NA,NA,""
"cg13713522","8",141109051,"TRAPPC9","Body","M","other","TRAPPC9",TRUE,TRUE,NA,NA,NA,""
"cg00766368","8",141108113,"TRAPPC9","Body","M","other","TRAPPC9",TRUE,TRUE,NA,NA,NA,""
"cg05591360","8",141110938,"TRAPPC9","Body","M","other","TRAPPC9",TRUE,TRUE,NA,NA,NA,""
"cg07878171","8",141109731,"TRAPPC9","Body","M","other","TRAPPC9",TRUE,TRUE,NA,NA,NA,""
"cg22807877","8",141110900,"TRAPPC9","Body","M","other","TRAPPC9",TRUE,TRUE,NA,NA,NA,""
"cg03803002","8",141110260,"TRAPPC9","Body","M","other","TRAPPC9",TRUE,TRUE,NA,NA,NA,""
"cg00155882","8",141110747,"TRAPPC9","Body","M","other","TRAPPC9",TRUE,TRUE,NA,NA,NA,""
"cg22502459","8",141108998,"TRAPPC9","Body","M","other","TRAPPC9",TRUE,TRUE,NA,NA,NA,""
"cg17763909","8",141109628,"TRAPPC9","Body","M","other","TRAPPC9",TRUE,TRUE,NA,NA,NA,""
"cg17290943","8",141107717,"TRAPPC9","Body","M","other","TRAPPC9",TRUE,TRUE,NA,NA,NA,""
"cg09940032","8",142215736,"","","M","placental-specific","DENND3",NA,NA,TRUE,NA,TRUE,""
"cg16788286","8",142216031,"","","M","placental-specific","DENND3",NA,NA,TRUE,NA,TRUE,""
"cg06768944","8",142216276,"","","M","placental-specific","DENND3",NA,NA,TRUE,NA,TRUE,""
"cg02508881","8",142216119,"","","M","placental-specific","DENND3",NA,NA,TRUE,NA,TRUE,""
"cg09940032","8",142215736,"","","M","placental-specific","DENND3",NA,NA,TRUE,NA,TRUE,""
"cg16788286","8",142216031,"","","M","placental-specific","DENND3",NA,NA,TRUE,NA,TRUE,""
"cg06768944","8",142216276,"","","M","placental-specific","DENND3",NA,NA,TRUE,NA,TRUE,""
"cg02508881","8",142216119,"","","M","placental-specific","DENND3",NA,NA,TRUE,NA,TRUE,""
"cg10792544","9",73704,"RP11-143M1.2","5'UTR","M","placental-specific","PGM5P3-AS1",NA,TRUE,NA,NA,NA,""
"cg13550694","9",73835,"RP11-143M1.2","5'UTR","M","placental-specific","PGM5P3-AS1",NA,TRUE,NA,NA,NA,""
"cg13624860","9",73568,"RP11-143M1.2","5'UTR","M","placental-specific","PGM5P3-AS1",NA,TRUE,NA,NA,NA,""
"cg05052888","9",4298452,"GLIS3","5'UTR","M","placental-specific","GLIS3",TRUE,TRUE,NA,NA,NA,""
"cg21344081","9",4299282,"GLIS3","5'UTR","M","placental-specific","GLIS3",TRUE,TRUE,NA,NA,NA,""
"cg13513288","9",4299830,"GLIS3","5'UTR","M","placental-specific","GLIS3",TRUE,TRUE,NA,NA,NA,""
"cg09384111","9",4299931,"GLIS3","1stExon","M","placental-specific","GLIS3",TRUE,TRUE,NA,NA,NA,""
"cg01013653","9",4300115,"GLIS3","TSS200","M","placental-specific","GLIS3",TRUE,TRUE,NA,NA,NA,""
"cg01597004","9",4298614,"GLIS3","5'UTR","M","placental-specific","GLIS3",TRUE,TRUE,NA,NA,NA,""
"cg13802457","9",4298749,"GLIS3","5'UTR","M","placental-specific","GLIS3",TRUE,TRUE,NA,NA,NA,""
"cg23333878","9",4299768,"GLIS3","5'UTR","M","placental-specific","GLIS3",TRUE,TRUE,NA,NA,NA,""
"cg05898042","9",4300083,"GLIS3","TSS200","M","placental-specific","GLIS3",TRUE,TRUE,NA,NA,NA,""
"cg14114673","9",4299549,"GLIS3","5'UTR","M","placental-specific","GLIS3",TRUE,TRUE,NA,NA,NA,""
"cg10836809","9",4300203,"GLIS3","TSS200","M","placental-specific","GLIS3",TRUE,TRUE,NA,NA,NA,""
"cg08303922","9",4299221,"GLIS3","5'UTR","M","placental-specific","GLIS3",TRUE,TRUE,NA,NA,NA,""
"cg14177784","9",4298157,"GLIS3","5'UTR","M","placental-specific","GLIS3",TRUE,TRUE,NA,NA,NA,""
"cg09002832","9",4300181,"GLIS3","TSS200","M","placental-specific","GLIS3",TRUE,TRUE,NA,NA,NA,""
"cg14110111","9",4297626,"GLIS3","5'UTR","M","placental-specific","GLIS3",TRUE,TRUE,NA,NA,NA,""
"cg01619345","9",4297433,"GLIS3","5'UTR","M","placental-specific","GLIS3",TRUE,TRUE,NA,NA,NA,""
"cg08122528","9",4299861,"GLIS3","1stExon","M","placental-specific","GLIS3",TRUE,TRUE,NA,NA,NA,""
"cg20025028","9",4299245,"GLIS3","5'UTR","M","placental-specific","GLIS3",TRUE,TRUE,NA,NA,NA,""
"cg23053961","9",4300432,"GLIS3","TSS1500","M","placental-specific","GLIS3",TRUE,TRUE,NA,NA,NA,""
"cg24996738","9",34989493,"DNAJB5","TSS1500","M","placental-specific","DNAJB5",NA,TRUE,NA,NA,NA,""
"cg21169617","9",34989434,"DNAJB5","TSS1500","M","placental-specific","DNAJB5",NA,TRUE,NA,NA,NA,""
"cg14645317","9",34989447,"DNAJB5","TSS1500","M","placental-specific","DNAJB5",NA,TRUE,NA,NA,NA,""
